"species","ID","video","time1","time2","done","EB comments","other comments","use","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:01:47","00:01:50","yes","ok - end at frame 72","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:02:13","00:02:16","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_1","00:02:23","00:02:26","yes","ok - start at frame 24","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_2","00:01:41","00:01:43","yes","ok - start at frame 5","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_5","00:00:16","00:00:18","yes","ok - start at frame 10","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_5","00:00:39","00:00:42","yes","ok - start at frame 16","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_5","00:00:45","00:00:48","yes","ok","blurry towards the end","","","","","","","","","","","","","","","","","",""
"Clogmia","CA64","CA64_g100_5_5","00:01:32","00:01:35","yes","ok","blurry towards the end","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g24_1_1","00:00:12","00:00:14","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g24_1_1","00:00:54","00:00:56","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g24_1_1","00:02:12","00:02:14","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g24_1_1","00:02:27","00:02:30","yes","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_1","00:00:29","00:00:32","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_2","00:00:57","00:00:59","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_3","00:00:07","00:00:10","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_3","00:02:04","00:02:08","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_3","00:02:28","00:02:31","yes","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_4","00:00:22","00:00:25","yes","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_4","00:02:29","00:02:33","yes","not enough strides","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g60_2_5","00:00:55","00:00:57","yes","ok","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_glass_4_1","00:00:28","00:00:31","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_glass_4_1","00:00:31","00:00:33","yes","","limping gait?, making a turn","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_glass_4_1","00:00:49","00:00:52","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_glass_4_3","00:00:08","00:00:11","yes","","close to edge?","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g100_5_1","00:01:00","00:01:04","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g100_5_1","00:01:17","00:01:21","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g100_5_1","00:01:29","00:01:33","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g100_5_2","00:00:47","00:00:51","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA65","CA65_g100_5_2","00:01:28","00:01:32","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g60_1_1","00:00:23","00:00:27","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g60_1_1","00:02:05","00:02:09","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g60_1_2","00:00:05","00:00:09","yes","","not very good, walking sideways","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g60_1_3","00:01:19","00:01:23","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g150_2_1","00:00:28","00:00:30","yes","","very close to sides","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g150_2_3","00:00:08","00:00:11","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g150_2_3","00:02:24","00:02:27","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_1","00:00:00","00:00:04","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_1","00:00:31","00:00:33","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_1","00:00:46","00:00:49","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_1","00:00:49","00:00:52","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_1","00:00:14","00:01:17","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_2","00:00:36","00:00:39","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_2","00:02:30","00:02:33","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_3","00:00:35","00:00:39","yes","","","","","","","","","","","","","","","","","","","",""
"Clogmia","CA66","CA66_g100_3_4","00:01:32","00:01:35","yes","","","","","","","","","","","","","","","","","","","",""
